carat,depth,table,price,cut_b'Good',cut_b'Ideal',cut_b'Premium',cut_b'Very Good',color_b'E',color_b'F',color_b'G',color_b'H',color_b'I',color_b'J',clarity_b'IF',clarity_b'SI1',clarity_b'SI2',clarity_b'VS1',clarity_b'VS2',clarity_b'VVS1',clarity_b'VVS2'
0.74,57.5,57.0,2369.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,61.1,62.0,2369.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.74,59.5,60.0,2369.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.77,60.7,58.0,2369.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.56,61.6,57.0,2369.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7,65.5,57.0,2369.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.71,63.7,56.0,2370.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.54,62.7,58.0,2370.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.97,61.6,54.0,2370.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7,58.3,64.0,2370.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.7,57.0,2370.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.79,62.8,57.0,2370.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,61.2,59.0,2371.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.8,58.5,62.0,2371.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.52,61.9,55.0,2371.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.77,58.1,63.0,2371.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.76,62.4,55.0,2371.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,62.1,55.0,2371.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.62,61.2,54.0,2371.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.72,61.3,56.0,2372.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.53,62.1,57.0,2372.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.75,63.5,56.0,2372.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.75,63.0,58.0,2372.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.57,62.5,54.0,2372.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.85,63.6,57.0,2372.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.71,66.3,56.0,2372.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.5,58.0,2373.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,64.3,59.0,2373.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.77,63.7,54.0,2373.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.61,61.3,55.0,2373.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.63,62.1,55.0,2373.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,62.6,57.0,2373.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.5,60.0,2373.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.73,60.3,60.0,2374.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.93,61.3,59.0,2374.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7,62.5,63.0,2374.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.55,61.9,56.0,2374.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.74,61.9,57.0,2374.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.54,61.1,57.0,2375.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,61.9,63.0,2375.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.81,61.4,57.0,2375.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.74,62.1,56.0,2375.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.7,57.0,2375.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.8,62.0,2375.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,58.6,62.0,2375.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.77,60.3,58.0,2375.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.07,64.8,56.0,2375.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.7,62.9,56.0,2375.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,60.5,56.0,2375.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5,60.7,57.0,2376.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.55,62.5,58.0,2376.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.6,60.8,59.0,2376.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9,66.0,63.0,2376.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.75,65.1,57.0,2376.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.72,62.8,57.0,2376.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.71,62.6,56.0,2376.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,61.1,57.0,2376.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,62.2,55.0,2376.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.72,62.6,59.0,2376.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,62.0,60.0,2376.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.2,66.7,57.0,2376.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.2,66.6,57.0,2376.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.72,61.5,59.0,2376.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9,65.4,57.0,2376.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,63.5,59.0,2376.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,61.0,56.0,2376.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.84,60.7,56.0,2376.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.7,62.7,59.0,2377.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.73,62.6,58.0,2377.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.73,62.9,58.0,2377.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.73,61.7,60.0,2377.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.78,60.8,60.0,2377.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.47,61.9,54.0,2378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.75,62.5,55.0,2378.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,61.3,56.0,2378.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.05,61.7,59.0,2378.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.78,64.0,57.0,2379.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.87,63.1,60.0,2379.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0.74,60.4,56.0,2379.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.58,62.5,56.0,2380.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.55,61.9,55.0,2380.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7,63.0,57.0,2381.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,62.2,55.0,2381.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,62.9,57.0,2381.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.75,63.9,61.0,2381.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.71,63.0,59.0,2381.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,64.0,57.0,2381.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,64.5,57.0,2381.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,64.5,57.0,2382.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,62.4,58.0,2382.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.77,61.7,56.0,2382.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.7,62.3,56.0,2382.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,59.2,60.0,2382.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,61.7,57.0,2383.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.75,60.9,59.0,2383.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1.12,60.4,59.0,2383.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.75,61.5,58.0,2383.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.55,61.1,57.0,2383.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.74,59.2,60.0,2383.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,61.4,57.0,2383.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.1,58.0,2383.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,61.1,60.0,2384.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.7,56.2,65.0,2384.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,61.6,56.0,2384.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,62.1,58.0,2385.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,63.0,56.0,2385.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.72,63.1,57.0,2385.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.72,60.9,53.0,2385.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.6,62.2,53.0,2385.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.72,62.0,60.0,2385.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.75,63.3,57.0,2385.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.72,62.7,54.0,2386.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,61.3,58.0,2386.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,63.6,62.0,2386.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.9,56.0,2386.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0.83,59.5,57.0,2386.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.78,60.6,55.0,2386.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.71,61.4,56.0,2386.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.71,61.3,57.0,2386.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,62.4,56.0,2386.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,63.0,56.0,2386.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,62.8,56.3,2386.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.81,61.7,59.0,2386.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.71,61.6,57.0,2386.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.78,63.9,64.0,2386.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.83,62.9,57.0,2386.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.83,64.4,57.0,2386.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,62.2,57.0,2386.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.2,54.0,2387.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.78,61.9,58.0,2387.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.51,62.4,59.0,2387.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.52,60.6,57.0,2387.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.71,61.3,55.0,2387.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,61.7,56.0,2387.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.65,59.4,62.0,2387.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.02,61.3,57.0,2387.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.73,63.3,57.0,2388.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,59.3,56.0,2388.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,62.0,54.0,2388.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.7,63.7,58.0,2388.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,62.0,60.0,2388.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,58.8,61.0,2389.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.7,62.8,58.0,2389.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.79,61.7,60.0,2389.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.76,62.1,59.0,2389.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.62,58.9,58.0,2389.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7,61.6,58.0,2390.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.7,63.1,57.0,2390.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,64.1,59.0,2390.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,62.3,54.0,2390.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.71,62.2,56.0,2390.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.91,66.3,56.0,2390.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.63,60.4,58.0,2391.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.74,61.8,60.0,2391.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.9,60.0,2391.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.77,61.9,59.0,2391.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.54,57.5,61.0,2391.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.77,63.1,58.0,2391.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.65,62.7,57.0,2392.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.61,59.7,58.0,2392.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.03,62.8,55.0,2392.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.72,63.3,57.0,2393.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0.73,59.5,58.0,2393.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6,62.4,61.0,2393.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.52,61.7,56.0,2393.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.73,60.3,58.0,2393.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.73,59.5,62.0,2393.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.75,62.6,55.0,2393.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,61.3,56.0,2393.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.77,63.0,65.0,2393.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,61.5,58.0,2394.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,62.4,61.0,2394.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,63.0,61.0,2394.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.4,60.0,2394.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,60.9,57.0,2394.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,63.4,59.0,2394.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,63.4,60.0,2394.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,60.7,59.0,2394.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,59.7,60.0,2394.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,63.7,57.0,2394.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7,63.2,55.0,2394.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,62.4,59.0,2394.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,65.1,52.0,2394.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.75,60.5,58.0,2394.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,60.1,56.0,2394.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.79,60.9,63.0,2394.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,65.0,53.0,2394.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.73,62.1,58.0,2395.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.53,59.6,58.0,2395.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
0.71,62.6,59.0,2395.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.58,61.8,56.0,2395.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7,59.6,66.0,2395.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.76,62.6,58.0,2396.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
0.72,62.9,58.0,2396.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.72,62.8,60.0,2396.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.71,66.2,55.0,2396.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.93,61.3,59.0,2396.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.7,59.6,63.0,2396.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1.05,61.8,66.0,2396.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.7,61.2,62.0,2396.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.21,65.0,58.0,2396.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.72,66.4,57.0,2396.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.71,63.2,57.0,2397.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,61.6,57.0,544.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.26,61.4,56.0,545.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0.35,59.8,62.0,545.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0.26,62.0,56.0,545.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.26,62.2,55.0,545.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3,61.8,54.0,545.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,62.7,59.0,2397.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,61.6,54.7,2397.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.73,60.7,56.0,2397.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,63.1,57.0,2398.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,62.4,56.0,2398.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.55,62.0,55.0,2398.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.7,62.4,56.0,2398.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,62.4,56.0,2398.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,62.1,57.0,2398.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.72,62.3,54.0,2398.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,61.9,57.0,2398.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,61.2,57.0,2398.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.67,63.8,61.0,2398.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,62.7,59.0,2398.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.71,62.8,58.0,2398.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.72,58.9,56.0,2398.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.74,62.5,56.0,2398.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,63.7,59.0,2398.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,64.9,56.0,2398.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.74,63.3,57.0,2398.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.55,60.4,56.0,2399.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0.76,61.6,54.0,2399.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.55,60.6,56.0,2399.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.56,62.0,56.0,2399.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.7,60.3,63.0,2399.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.62,59.2,59.0,2399.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,55.9,62.0,2399.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.76,60.0,59.0,2399.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.71,59.5,60.0,2400.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,60.1,61.0,2400.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7,61.4,57.0,2400.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0.78,60.9,57.0,2400.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.58,63.0,56.0,2400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,61.2,58.0,2400.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.8,67.1,56.0,2400.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.58,61.8,57.0,2401.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.72,60.7,56.0,2401.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,63.5,56.0,2401.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.78,63.7,55.9,2401.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0.72,62.2,59.0,2401.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0.7,61.6,65.0,2401.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,62.2,59.0,2401.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,64.0,56.0,2401.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.77,61.7,56.0,2401.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,61.8,55.0,2401.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7,60.3,56.0,2401.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,61.3,55.0,2401.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.78,64.9,55.2,2401.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.58,61.9,56.0,2401.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.73,60.1,65.0,2401.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,66.4,62.0,2401.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.71,61.7,56.0,2401.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.58,59.2,60.0,2401.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.73,61.5,59.0,2402.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
0.57,61.7,56.0,2402.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.65,61.6,57.0,2402.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.61,62.4,55.0,2403.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,59.7,56.9,2403.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.76,61.9,57.0,2403.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.81,59.4,60.0,2403.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,61.9,57.0,2404.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,62.2,59.0,2404.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
